text
"@sicepat_ekspres 
Resi 002842651058
Ngga dikirim2 dan sdh lewat batas estimasi
Sejak tgl 15 udh smpai di kota tujuan tp kurir ga antar2 ke alamat. Pdhl juga di kota ga dipelosok
Smpe capek saya tiap hari tlp customer service ga ada hasil. Brg saya hilang atau gimana sih ????"
"RT @jajanwithpocky: Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya n…"
@sicepat_ekspres weee nyari kerjaan aja luuu bisa2nya salah nempel resi jelas2 itu angkanya beda heyyy akhirnya paket org nyasar ke gue kannnn?????? https://t.co/neBjei4LHK
"Makanya kurir si cepat kalo pickup jangan marah marah, jadi salah kan kerja nya @sicepat_ekspres 
Udah di tanyain paket kemana, di suruh cari ngga mau, malah ngotot sendiri"
dask! bedanya sicepat halu sama yang biasa apa ya?
"@sicepat_ekspres halo. Tolong dong ini paket saya tertukar, saya sudah email ga ada respon, saya wa ngga ada respon, saya tlp cs nya muter muter malah suruh hub via wa. Tolong dong di respon. 002774403392 002775295229"
"RT @jajanwithpocky: Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya n…"
Halo @sicepat_ekspres mohon direspon.
"RT @jajanwithpocky: Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya n…"
Abang jnt sama sicepat mau pickup sore katanya gaes
"@sicepat_ekspres ini no resi nya. ada 3 ya. 002840065525 yg ini ETA tgl 11-12-2021, 002841499127, 002842742332.
kalo mau cek resi doang saya bisa yaa, yg saya mau tanya tanggal brp yg pasti sampe nya?"
@sicepat_ekspres disuruh DM. Tp DM nya gak dibalas 😑
"RT @jajanwithpocky: Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya n…"
"RT @jajanwithpocky: Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya n…"
ini sicepat knp jd lelet yahhhh
@sicepat_ekspres Yakin miiinn..dm nya bakalan di baca??
"RT @jajanwithpocky: Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya n…"
"Kalau ada paket sicepat yang ketuker, tolong dm ya. Terutama nanti yang nerima yurugao inumaki. Ini abang sicepat nya nempel resi nya salah salah"
